category,rating,label,text_
Movies_and_TV_5,5.0,CG,"Classic story with a great cast. The movie is a good one to watch for the whole family.I really enjoyed the movie. The characters are interesting, and the action"
Home_and_Kitchen_5,5.0,OR,"I was looking for less expensive cookware than what NuWave had to offer and this was a great buy. Very reasonably priced. I do use the Barkeeps friend to handwash, not the dishwasher. I believe if you properly take care of your cookware it will simply last longer. Look really nice, exactly what I wanted. I did do some digging thru the other buyers complaints and some were exaggerated. The others were very helpful as far as care instruction. I recommend if you looking for induction ready cookware."
Home_and_Kitchen_5,3.0,CG,product is very thin and doesn't support the weight. I will keep my old one but the extra space is not the best.
Books_5,5.0,CG,"This book hit me right away. The characters were believable and the plot was well thought out. The story was told in a calm, solid voice and the writing was solid. I enjoyed this book and would recommend it highly. I would recommend it for anyone who"
Electronics_5,5.0,OR,"This bag is great for carrying my tablets and accessories. The compartments help organize everything.

The only thing that I did not like is the shoulder strap cushion and the strap was stitched together!

But not a problem!

I just removed the stitching that attached the two together, The strap cushion sticking was not part of the stitching that attached the two together.  That stitching was not part of the shoulder cushion, it was only for attaching the two together!

Great little bag!"
Home_and_Kitchen_5,5.0,OR,"This is a large high-quality stone. The base is well designed. Two rubber gaskets come with the stone to keep it in place when in use. Knife sharpening is not something I do everyday so I have not yet used this with a variety of blades. However, it seems to be everything that I want or need to keep my good carbon and stainless blades maintained and sharpened. If you have an investment in good knives it makes sense to invest in a fine stone that will not damage them. I am very pleased with this product."
Sports_and_Outdoors_5,5.0,OR,"smaller than I was expecting, but well made for the cost."
Books_5,5.0,OR,"An exceptional book that details the lives of two great leaders during the Indian Wars of the mid 19th century.  Ambrose provides perspective on the thinking and experience of both ""generals"" that lead to the battle of the Little Big Horn and subsequent murder of Crazy Horse.  For readers who are familiar with Custer and Crazy Horse this book adds detailed background in todays battle terms as well as the development of the thought process of both individuals that ultimately lead to their demise.  An outstanding book that is a must read for students of the history of the settling of the Great Plains."
Toys_and_Games_5,5.0,OR,"I have reviewed it before but for some reason it didn't get posted.

At first, I have received a default product, I have contacted seller on the same day as I received the product, seller responded lately because of the time difference but and he is very kind and responsible.

Seller resent me a new cutting and cooking set which my son is loving, he plays a lot with this set, though at first we didn't like it as much as we expected but as time has passed not only my son but even I am spending a lot of time with him while playing with this set, a lot of creative play. He cooks me egg plant and tomato most of times because he knew they are my favorite, he likes to use the salt and pepper shakes. Everything is excellently made except the ladle, in place of ladle we are using other wooden spoons.

we are so in love with this cooking and cutting set, our most favorite thing to play now.

P.S: my son is a 2.5yr old, he loves cooking and this is a super hit in my house hold now.

I have received this product at a discount for my honest review, which is what I do. The seller or his discount has nothing to do with my feedback, my words are from my own experience with the product."
Pet_Supplies_5,5.0,OR,"Our two inside cats can smell up the laundry room quickly when they use their litter box with standard clumping type litter. What a breath of fresh air these pine pellets are!  The pellet breaks down with liquids and solids are easily removed.  Never any urnine or feces smell, but instead a fresh pine odor. Highly recommend this to all inside cat owners. I won't use anything else from now on. Free shipping also offered with those 40 pound bags, so you can't go wrong."
Clothing_Shoes_and_Jewelry_5,4.0,CG,Good BOA shoe for the price. The wide toe box is perfect. The leather is strong and durable.
Sports_and_Outdoors_5,5.0,CG,"I've purchased a bore snake (Cobra) and this one fits my Colt 1911 perfectly. The other two have the same design, but they're slightly different. I'm very pleased with this purchase. It's a good value for the money. I bought this for my husband for Christmas and he loves it! He's been using it all season and it is a great quality product. I just wish there was a way to replace the metal bars on the bottom of the basket. The material is soft and durable. The color is black and the handle is very well made. This basket is super light and easy to carry. The basket is not too big, which makes it easier to carry around. The basket is a bit small for my daughter's size 9 and I think it will be a little easier to carry than the basket I have. I have a size 9 and it is small, but that is not a bad thing."
Clothing_Shoes_and_Jewelry_5,3.0,CG,"i received the item in exchange for my honest and unbiased review.  Thank you!Very pretty.I bought this for my son, he loves it! He wears it often and it's comfortable. I ordered the XS size, it is a little bigger than I expected but not too tight. It's a good fit and very comfortable.I ordered a size up from normal and it fits just fine.  I love the color and the design.  It's very classy.  I highly recommend this item.I bought these for my mom and she loves them! They are very comfortable and she likes them. She said they look great on her. She said they are comfortable, but I like the fact that they are small. She says they are a little large for her and I was worried about the arch support but she is happy with them. They are very well made and she said she is pleased with them! She"
